date,source,title,link,description
2026-09-07,네이버뉴스,전력난이 만든 틈새…美 데이터센터 ‘온사이트 발전’ K건설 새 먹거리...,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202609041100193110687,실제 현대건설은 미국 텍사스에서 AI 데이터센터와 대형원전ㆍSMRㆍ가스복합발전 등을 결합한 11GW 규모 ‘첨단 에너지ㆍ인텔리전스 캠퍼스’ 프로젝트의 초기 설계에 참여하고 있다. 발전설비 시장에서는 이미... 
2026-09-07,네이버뉴스,"신공항 포기,용산 관저공사 미운털?…현대건설 특별세무조사 9개월째",https://realty.chosun.com/site/data/html_dir/2026/09/04/2026090402499.html,"정부의 칼바람이 현대건설을 향해 매섭게 불어치고 있다. 국세청이 현대건설을 상대로 강도 높은 비정기(특별) 세무조사를 벌이고 있는 가운데, 당초 예상과 달리 조사가 9개월째 장기화되면서 그 배경에 관심이 쏠린다.... "
2026-09-07,네이버뉴스,"[N2 모닝 경제 브리핑-9월 7일] 美 증시, 고용 호조에 금리 인상 경계…...",https://www.news2day.co.kr/article/20260906500011,결정 - 현대건설 : 샤힌 에틸렌시설 건설공사 PKG1 중대재해 발생 - 썸에이지 : 공시 번복(유상증자 결정 철회)에 따른 불성실공시법인지정예고 - SOOP : 189억2297만3833원 규모 기취득 자기주식 소각 결정... 
2026-09-07,네이버뉴스,[이번주 재개발ㆍ재건축] 2.4조 목동13단지 입찰 마감,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202609061517085560825,"2차 현설에 현대건설, DL이앤씨, IPARK현산 등 3개사가 참석한 가운데, 현대건설이 1차 현설에 단독으로 자리해 수주 의지를 보이는 것으로 알려졌다. 이 사업은 용산구 한강로1가 158번지 일원 구역면적 약 4만1744㎡에... "
2026-09-07,네이버뉴스,"롯데, 정비사업 수주 랠리… 올 5조 ‘정조준’",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202609040951421840674,"앞서 롯데건설은 지난달 말 현대건설과 함께 경기 안양 충훈부 일원 공공재개발 사업 시공사로 선정되며 공공사업 진출로까지 마련했다. 롯데건설은 올해 송파 가락극동아파트 재건축(4840억원), 금호제21구역 재개발... "
2026-09-07,네이버뉴스,"우즈베크, 2.1GW 원전 현지화 30% 상향… 한국 공급망 합작 조건 직면",https://www.g-enews.com/view.php?ud=202609061754001561fbbec65dfb_1,두산에너빌리티(주기기 제작)와 현대건설·대우건설(시공)을 포함한 한국 원전 가치사슬 기업들은 과거 중동에서 적용했던 완제품 턴키 수출 방식만으로는 중앙아시아 프로젝트 수주전에서 우위를 점하기 어렵다.... 
2026-09-06,네이버뉴스,"미래에셋증권, 9월 첫째주 현대건설 등 3종목 매수 추천",https://www.bigtanews.co.kr/article/view/big202609060005,"빅터뉴스 신진호 기자 미래에셋증권이 9월 첫째주(8월31일~9월4일) 현대건설 등 3종목을 매수 추천했다. 피엔티(137400) 2026년 상반기 매출 2190억원(-17% YoY), 영업이익 125억원(-66% YoY)으로 부진했으나 주요... "
2026-09-06,네이버뉴스,"SOOP 수퍼스, 리베로 유가람 영입",http://www.kwangju.co.kr/article.php?aid=1788695700803060008,같은 날 현대건설에 2027-28시즌 신인 드래프트 2라운드 지명권을 내주고 아웃사이드 히터 서지혜를 영입했다. 전새얀과 송은채를 영입한 데 이어 트레이드를 통해 고의정·서지혜·유가람을 데려온 수퍼스는 시즌을... 
2026-09-06,네이버뉴스,공사비 정산 요원에 조합장 수사까지…디에이치 대치 에델루이 ‘잡음...,https://news.mtn.co.kr/news-detail/2026090619405595473,"삼성역과 코엑스, 대치동 학원가 등이 인접한 노른자위에 위치한 디에이치 대치 에델루이 조합은 추가 분담금을 확정하지 못하면서 시공사인 현대건설과 갈등을 겪고 있다. 조합원 추가 분담금을 확정하는 관리처분계획... "
2026-09-06,네이버뉴스,"현대건설, 목동10단지에 첫 '디에이치'…'목동 에세르' 제안",https://www.seoultimes.news/news/article.html?no=2000099565,기자] 현대건설이 서울 양천구 목동10단지 재건축사업에 하이엔드 주거 브랜드 '디에이치(THE H)'를 목동 최초로 적용한 '디에이치 목동 에세르(THE H MOKDONG ESER)'를 단지명으로 제안했다고 6일 밝혔다. 기존 2160가구인... 
2026-09-06,네이버뉴스,재생에너지 직접 구매…전력거래시장 확대,https://www.hankyung.com/article/2026090668391,"대한태양광발전사업자협회-현대건설(태양광 9㎿), 육백산풍력발전-현대차그룹(풍력 30.8㎿), SK이터닉스-삼성바이오로직스(태양광·풍력 170㎿) 등이다. 현재 등록 용량은 총 844㎿에 달하며, 구매 희망 물량(수요·491㎿)이... "
2026-09-07,네이버뉴스,"[정비사업 디코드] 삼성·롯데·GS·포스코·IPARK현산, 미아2구역 시공...",https://www.smarttoday.co.kr/ko-kr/articles/111217,"전까지 삼성물산 건설부문과 롯데건설, GS건설, 포스코이앤씨 관계자들이 수시로 드나들었다”고 밝혔다. 재개발 구역 인근 시장 내 B 공인중개사 관계자는 “삼성물산이 홍보에 공을 많이 들였다”며... "
2026-09-07,네이버뉴스,"[더벨]삼성물산 미국 파트너 된 IMM인베, '인프라 확장' 맞손",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202609021636358640101793,"투자금은 개별 발전사업의 개발과 건설, 운영 등에 투입될 예정이다. 삼성물산은 미국 신재생에너지 사업의 개발 기능과 운영 기능을 분리하고 각 부문에 외부 투자자를 유치하는 방안을 추진하고 있다. 운영... "
2026-09-07,네이버뉴스,반도체 벨트에 더현대…광주 챔피언스시티 1차 수요자 ‘북적’,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202609070503381720839,"삼성물산 건설부문의 주거 생활 관리 플랫폼 ‘홈닉’을 비롯해 청소와 운반 기능을 수행하는 AI 로봇, 음식물 쓰레기 자동 이송 시스템 등을 적용하고, 영풍문고가 커뮤니티 시설 북카페의 북 큐레이션을 맡는다.... "
2026-09-07,네이버뉴스,"[장애인 고용⑫] 삼성물산, 부문별 노력에도 저조",http://www.hansbiz.co.kr/news/articleView.html?idxno=861625,사진은 삼성물산 건설부문 사옥 전경. / 사진=삼성물산. | 서울=한스경제 신연수 기자 | 삼성물산이 장애인 의무고용률을 지키지 않아 수십억원 규모의 부담금을 납부한 것으로 드러났다. 부문별로 직접 및 간접 고용을... 
2026-09-07,네이버뉴스,[대한도시정비포럼 9월29일 개최] 공공재개발ㆍ도심복합사업 ‘LH 전략’...,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202609060939073580788,서울 송파구 거여새마을구역 공공재개발 사업 시공권을 확보한 삼성물산 건설부문에서 공공과 민간이 함께하는 도시정비 성공 모델과 상생 협력 사례를 발표한다. 이종무 기자 jmlee@ ■ 행사명: LH와 함께하는... 
2026-09-07,네이버뉴스,[대한도시정비포럼 9월29일 개최] 도시정비 전문가 강연부터 네트워킹까...,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202609060729174250783,"실제로 대한도시정비포럼에는 (가나다순) 김기두 삼성물산 건설부문 부장, 김미현 법무법인 한별 파트너 변호사, 김제경 투미부동산컨설팅 소장, 김준식 법무법인 지평 변호사, 김준형 명지대 부동산학과 교수... "
2026-09-07,네이버뉴스,17조 AI허브·스마트팜 품은 해남… 농어촌 수도 백년대계 그린다,https://www.seoul.co.kr/news/publicnews/local_govern/news_local/2026/09/07/20260907022002?wlog_tag3=naver,"초고속도로 건설 광역교통망 확충 전남광주 해남군이 인공지능(AI)과 재생에너지, 첨단 연구개발(R＆D)을... 삼성SDS를 주관으로 네이버클라우드·삼성물산·카카오·삼성전자·KT 등이 참여하는 컨소시엄이 사업을... "
2026-09-07,네이버뉴스,"삼성물산, 스웨덴 SMR 사업 진출…1.2GW 공동 EPC 맡는다",https://www.thedailypost.kr/news/articleView.html?idxno=115419,이번 프로젝트는 GVH가 개발한 300MW급 SMR 'BWRX-300' 4기를 건설하는 총 1.2GW 규모로 추진된다. 스투드스빅이 보유한 원자력 시설 운영 허가 지역을 대상으로 2030년대 중반 상업운전을 목표로 한다. 삼성물산과... 
2026-09-06,네이버뉴스,"양천구 정비사업 수주전 달아오른다…건설사들, 글로벌 설계사와 '맞손...",https://sports.hankooki.com/news/articleView.html?idxno=6939047,목동13단지 항공 사진 ⓒ삼성물산 건설부문 먼저 삼성물산 건설부문(이하 삼성물산)은 서울 양천구 목동13단지 재건축 정비사업 수주를 위해 글로벌 유명 건축설계사 'SMDP'와 협업한다. 삼성물산은 목동13단지를 '목동... 
2026-09-07,네이버뉴스,[이번주 시공사 현장설명회 스케줄(2026.9.7~9.12)],https://www.sisaon.co.kr/news/articleView.html?idxno=204133,1차 입찰은 DL이앤씨가 홀로 응찰하며 유찰됐다. 10일에는 성산동 200-258번지 일대 가로주택 정비사업 조합이 현설을 연다. 서울 마포구 성산동 일원 구역면적 2만3574㎡에 지하 4층~지상 29층 7개동 규모 아파트가... 
2026-09-07,네이버뉴스,[패트롤] 성남시-수원시-용인시-화성시,https://www.ekn.kr/web/view.php?key=20260907028151292,DL이앤씨 컨소시엄 서류 제출…10월 심의·계약 거쳐 2027년 본공사 첫 삽 화성=에너지경제신문 송기우 기자 화성시가 '동탄 도시철도 건설공사(1단계)'의 기술제안서와 우선시공분 실시설계도서를 접수하며 트램 건설... 
2026-09-06,네이버뉴스,"화성특례시, 동탄 도시철도 심의 착수…2027년 8월 본공사 목표",http://www.newstown.co.kr/news/articleView.html?idxno=714836,"DL이앤씨 컨소시엄이 관련 서류를 제출했으며, 화성시 건설기술심의위원회 심의에서 60점 이상을 받아야 적격으로 인정된다. 적격 판정이 내려지면 시는 오는 10월 계약을 위한 후속 절차를 진행한다. 계약 완료 후에는... "
2026-09-06,네이버뉴스,동탄 트램 1단계 기술제안서 접수… 내달 우선시공분 착공 등 본격화,https://www.kyeonggi.com/article/20260906580360,6일 화성특례시에 따르면 DL이앤씨 컨소시엄은 4일 ‘동탄 도시철도 건설공사(1단계)’의 기술제안서와 우선시공분 실시설계도서를 시에 접수했다. 앞서 DL이앤씨 컨소시엄은 올해 5월7일 현장설명회 이후 120일 동안 시가... 
2026-09-06,네이버뉴스,"화성시, '동탄 트램'(1단계) 기술제안서·우선시공분 실시설계도서 접수",https://www.newspim.com/news/view/20260906000070,"[사진=화성시] DL이앤씨 컨소시엄은 지난 5월 7일 현장설명회 이후 120일 동안 시가 제공한 기본설계서와 기본계획, 입찰안내서 등을 면밀히 검토해 기술제안서와 본공사에 앞서 시행할 우선시공분 실시설계도서를... "
2026-09-06,네이버뉴스,"e편한세상, 층간소음 진동 실시간 감지…조용한 아파트",https://www.hankyung.com/article/2026090663791,"DL이앤씨의 주거 브랜드 e편한세상이 한국소비자포럼이 주관하는 ‘2026 올해의 브랜드 대상’의 아파트 부문에서 12년 연속 1위를 차지했다. 26년간 기술과 디자인, 서비스 혁신을 이어온 성과다. e편한세상은 가족 구성... "
2026-09-06,네이버뉴스,[주간ETF] 국제유가 반등에 원유 ETF 동반 강세…화장품·원자력 ETF는 두...,https://www.pinpointnews.co.kr/news/articleView.html?idxno=484304,"반대로 대우건설은 1만9,690원에서 1만6,850원으로 14.42% 내려 100대 기업 중 낙폭이 가장 컸다. 관전 포인트는? 이번 집계는 레버리지·인버스 상품을 제외한 개별 ETF 및 시가총액 100대 기업의 8월 28일 대비... "
2026-09-06,네이버뉴스,"낡은 건물도 스마트빌딩으로…이엠시티 ‘비디앱’, 베트남 안전시장 노...",https://www.livesnews.com/news/article.html?no=63907,"이엠시티는 비디앱이 삼성엔지니어링과 현대자동차그룹, KT&G, 롯데월드, 대우건설, 국립중앙의료원, 인천시립요양원, 울산대학교병원, CGV 등 다양한 민간·공공 현장에 적용됐다고 소개하고 있다. - AI가 CCTV 분석해 실제... "
2026-09-06,네이버뉴스,"""재건축 입찰해야 하나""…공공임대 공포 번진 광명서 주판알 튕기는 건...",https://www.asiatoday.co.kr/kn/view.php?key=20260906010002115,다만 공공임대 물량이 늘어날 경우 일반분양 물량과 수익이 줄어들 수 있어 건설사 입장에서는 사업성을 다시 따져볼 수밖에 없는 상황이다.이렇다 보니 대우건설은 하안주공6·7단지 재건축 사업에서 입찰을... 
2026-09-07,네이버뉴스,"AI 데이터센터도 ‘조립식’으로…GS건설, 공장에서 만들고 현장서 붙인...",https://www.sportsseoul.com/news/read/1633235?ref=naver,GS건설이 급증하는 AI 데이터센터 수요에 대응하기 위해 사전 제작형 모듈러 데이터센터(PMDC) 표준모델 개발에 나선다. 건축 구조물부터 전력·냉각설비까지 모듈화해 공사기간을 줄이는 게 핵심이다. GS건설은 지난... 
2026-09-07,네이버뉴스,"GS건설, 목동윤슬자이 8일 청약…651실 100% 추첨제",https://www.inthenews.co.kr/news/article.html?no=91472,114~203㎡ 중대형 구성·47층 커뮤니티 조선호텔 웰니스 운영·2030년 하반기 입주 인더뉴스 제해영 기자ㅣGS건설은 오는 8일 서울 양천구 목동 옛 KT 목동부지에 조성하는 ‘목동윤슬자이’의 청약을 한국부동산원... 
2026-09-07,네이버뉴스,'목동윤슬자이' 견본주택에 방문객 대거 몰려,http://www.ikld.kr/news/articleView.html?idxno=340167,"GS건설이 시공하는 목동윤슬자이는 옛 KT 목동부지에 지하 6층~지상 최고 48층, 3개 동, 전용면적 114~203㎡ 총 651실 규모로 조성된다. 청약은 9월 8일 한국부동산원 청약홈에서 진행한다. 청약통장·주택 소유·거주지역과... "
2026-09-07,네이버뉴스,"GS건설 '목동윤슬자이', 내방객 이어진 견본주택 '바글바글'",https://www.econovill.com/news/articleView.html?idxno=750001,"GS건설이 교육1번지 목동에 개관한 '목동윤슬자이' 견본주택이 이어진 내방객들의 발길로 문전성시를 이뤘다. 7일 GS건설에 따르면, 지난 3일부터 6일까지 나흘간 '목동윤슬자이' 견본주택에 수도권 곳곳에서 찾아온... "
2026-09-07,네이버뉴스,호텔급 커뮤니티에 학군 수요 겹쳤다…'목동윤슬자이' 8일 청약 개시,https://www.smarttoday.co.kr/ko-kr/articles/111231,|스마트투데이=김종현 기자| GS건설이 시공하는 '목동윤슬자이' 견본주택에 지난 3일부터 6일까지 나흘간 관람객들의 발길이 이어졌다. 8일 청약을 앞둔 이 단지는 목동의 중심 입지와 더불어 고급화된 주거 시설을... 
2026-09-07,네이버뉴스,'목동윤슬자이' 견본주택에 4일간 수도권 방문객 몰려,https://www.bizwork.co.kr/news/articleView.html?idxno=418884,GS건설이 시공하는 목동윤슬자이는 지난 3~6일까지 나흘간 견본주택을 운영한 결과 목동을 비롯해 서울과 수도권 지역에서 방문객이 이어졌다고 7일 밝혔다. 주말에는 자녀를 동반한 가족 단위 방문객이 몰리며 대기... 
2026-09-07,네이버뉴스,"""대형 복합 단지의 새로운 기준""…'목동윤슬자이' 주거 트렌드 전환점",https://www.thefairnews.co.kr/news/articleView.html?idxno=87229,GS건설이 옛 KT 목동부지에 공급하는 '목동윤슬자이'가 견본주택을 열고 본격적인 공급 일정에 진입했다고 7일 밝혔다. 양천구 목동 일대는 기존 재건축 추진 단지들의 이주 단계 진입을 앞두고 있어 대형 평형대 신축... 
2026-09-07,네이버뉴스,"GS건설·LGU+, 모듈러로 AI데이터센터 ‘공급속도’ 높인다",https://thetracker.co.kr/View.aspx?No=4214999,더트래커 박민정 기­자 mjp@thetracker.co.kr 더트래커 = 박민정 기자GS건설이 LG유플러스 등과 협력해 모듈러 기술을 접목한 사전 제작형 모듈러 데이터센터(PMDC) 표준모델 개발에 나선다. 이를 통해 최근 빠르게... 
2026-09-07,네이버뉴스,'목동윤슬자이' 견본주택 북적,https://www.rcast.co.kr/news/articleView.html?idxno=31566,"GS건설이 시공하는 목동윤슬자이는 옛 KT 목동부지에 지하 6층~지상 최고 48층, 3개 동, 전용면적 114~203㎡ 총 651실 규모로 조성된다. 청약은 9월 8일 한국부동산원 청약홈에서 진행한다. 청약통장·주택 소유·거주지역과... "
2026-09-07,네이버뉴스,"GS건설, 모듈러로 AI데이터센터 ‘공기 단축’ 나선다",https://biz.heraldcorp.com/article/10864280?ref=naver,GS건설은 급증하는 인공지능(AI) 데이터센터 수요에 대응하기 위해 모듈러 기술을 접목한 사전 제작형 모듈러 데이터센터(PMDC) 표준모델 개발에 나선다고 7일 밝혔다. 업계에 따르면 GS건설은 지난 4일 경기 안양시... 
2026-09-07,네이버뉴스,목동윤슬자이 견본주택에 방문객 몰려…8일 청약 돌입,https://www.pointdaily.co.kr/news/articleView.html?idxno=318187,사진=GS건설 GS건설이 서울 양천구 목동에 공급하는 '목동윤슬자이' 견본주택에 개관 이후 방문객들의 발길이 이어졌다. GS건설은 지난 3일부터 6일까지 목동윤슬자이 견본주택에 목동 주민을 비롯해 서울과 수도권에서... 
2026-09-07,네이버뉴스,"GS건설, 모듈러 데이터센터 표준모델 개발 착수",https://weekly.hankooki.com/news/articleView.html?idxno=7182709,허윤홍 GS건설 대표(사진 왼쪽)가 PMDC Alliance 구축을 위한 업무 협약 체결하고 LG유플러스 평촌메가센터를 둘러보는 모습. 사진=GS건설  GS건설이 LG유플러스·자이C&A·간삼건축·D&O CM 등 5개사와 사전 제작형 모듈러... 
2026-09-07,네이버뉴스,"[9월 둘째주 분양동향] 전국 1,144가구 분양…서울·수도권 알짜 입지 눈...",http://www.srtimes.kr/news/articleView.html?idxno=211728,"7일 GS건설은 서울 양천구 목동 일원에 들어서는 '목동윤슬자이'의 청약 접수를 받는다. 지하 6층~지상 48층, 3개 동, 전용면적 114~203㎡ 총 651실 규모다. 서울 지하철 5호선 오목교역과 목동역 사이에 위치하며 목운초... "
2026-09-07,네이버뉴스,AIDC 설계·시공·운영 전문기업 뭉쳤다…'PMDC 얼라이언스' 출범,https://www.itbiznews.com/news/articleView.html?idxno=224022,"LG유플러스가 GS건설, 자이C&A와 사전제작형 모듈러 데이터센터(PMDC) 표준 모델 확보에 나선다. 급증하는 인공지능(AI) 인프라 수요에 대응하기 위해 AI데이터센터(AIDC) 구축 기간을 단축하고 품질을 표준화할 수... "
2026-09-07,네이버뉴스,"GS건설, '사전 제작 모듈러' 데이터센터 개발…공급 속도↑",https://view.asiae.co.kr/article/2026090707362370178,GS건설이 급증하는 인공지능(AI) 데이터센터 수요에 신속하게 대응하기 위해 모듈러 기술을 접목한 '사전 제작형 모듈러 데이터센터(PMDC)' 표준 모델 개발에 나선다. GS건설은 경기도 안양 LG유플러스 평촌메가센터에서... 
2026-09-07,네이버뉴스,"GS건설, ‘모듈러 AI DC’ 표준모델 만든다",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202609052224407550776,LGU+ㆍ자이C&A 등5개사 협력 ‘하이퍼스케일 PMDC’ 개발 진행 안정성ㆍ신속성 핵심 경쟁력 강화 [대한경제=김민수 기자] GS건설이 AI(인공지능) 데이터센터 수요에 신속하게 대응하기 위해 모듈러 기술을 접목한 사전... 
2026-09-07,네이버뉴스,GS건설 ‘사전 제작형 모듈러 데이터센터’ 모델 개발,https://www.seoul.co.kr/news/economy/industry/2026/09/07/20260907032004?wlog_tag3=naver,GS건설은 급증하는 인공지능(AI) 데이터센터 수요에 보다 신속하게 대응하기 위해 모듈러 기술을 접목한 사전 제작형 모듈러 데이터센터(PMDC) 표준 모델을 개발한다고 6일 밝혔다. GS건설은 지난 4일 경기 안양시에... 
2026-09-07,네이버뉴스,"[경제 단신] GS건설, AIDC ‘모듈러’ 표준모델 개발 외",https://www.segye.com/newsView/20260906508740?OutUrl=naver,"GS건설, AIDC ‘모듈러’ 표준모델 개발 GS건설은 지난 4일 경기 안양시 LG유플러스 평촌메가센터에서 LG유플러스, 자이C&A, 간삼건축, D&O CM과 ‘PMDC 얼라이언스 구축을 위한 업무협약’(사진)을 체결하고 사전 제작형... "
2026-09-07,네이버뉴스,[출근길 포인트] 국가채무 질 악화되나...적자성 채무 2030년 1300조·이자...,https://www.pointdaily.co.kr/news/articleView.html?idxno=318177,"◇ LG U+, PMDC 얼라이언스 출범…AI 데이터센터 건축기간 줄인다 LG유플러스가 GS건설, 자이C&A 등과 손잡고 사전제작형 모듈러 데이터센터(PMDC, Pre-fabricated Modular Data Center) 표준모델 확보에 나선다. 급증하는 AI 인프라... "
2026-09-07,네이버뉴스,"조립식 AI데이터센터 뜬다… “2년 걸릴 공사, 6개월이면 끝”",https://www.kmib.co.kr/article/view.asp?arcid=9000009559&cp=nv,"LG유플러스는 GS건설, 자이C&A, 간삼건축, D&O CM과 사전 제작형 모듈러 데이터센터(PMDC) 표준모델 확보를 위한 업무협약을 체결했다고 6일 밝혔다. PMDC는 건축 구조물과 전력·냉각 설비 등을 표준화해 공장에서 사전... "
2026-09-07,네이버뉴스,48층 651실 오피스텔… 역세권에 학원가·병원 인접,https://www.chosun.com/economy/real_estate/2026/09/07/3M5LL4PK5ZB4NEFI2Q5MLGGWHQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,"서울 양천구 목동윤슬자이 GS건설이 서울 양천구 목동에 짓는 ‘목동윤슬자이’ 견본주택을 열고 오는 8일 청약 접수를 시작한다. 목동윤슬자이는 양천구 목동 924, 924-3, 5번지 일원 옛 KT 부지에 지하 6층~지상 48층... "
2026-09-07,네이버뉴스,"LG유플러스, GS건설 등과 모듈러 데이터센터 공동개발",https://www.donga.com/news/Economy/article/all/20260906/134614978/2,"LG유플러스와 GS건설 등이 손잡고 ‘사전제작형 모듈러 데이터센터(PMDC)’ 표준모델 개발에 나선다. LG유플러스는 4일 GS건설, 자이C&A, 간삼건축, D&O CM과 ‘PMDC 얼라이언스 구축을 위한 업무협약’을 체결했다고 6일... "
